,Unnamed: 0,_id,coc,con,brc,brn,OC,BCM,BC,MBC,SCA,SC,ST,year
1987,1987,62b0ba0f789189e900016771,3819,"SARANATHAN COLLEGE OF ENGINEERING,VENKATESWARA NAGAR,,TIRUCHIRAPALLI DIST, PIN - 620012.",IT,INFORMATION TECHNOLOGY,31008.0,47210.0,39814.0,76262.0,,86792.0,,2018
1988,1988,62b0ba0f789189e900016772,3819,"SARANATHAN COLLEGE OF ENGINEERING,VENKATESWARA NAGAR,,TIRUCHIRAPALLI DIST, PIN - 620012.",ME,MECHANICAL ENGINEERING,36453.0,53292.0,53281.0,65072.0,64105.0,75342.0,77956.0,2018
1989,1989,62b0ba0f789189e900016774,3820,"TRICHY ENGINEERING COLLEGE,SIVAGNANAM NAGAR,,TIRUCHIRAPALLI DIST, PIN - 621132.",CE,CIVIL ENGINEERING,86291.0,,,,,,,2018
1990,1990,62b0ba0f789189e900016773,3820,"TRICHY ENGINEERING COLLEGE,SIVAGNANAM NAGAR,,TIRUCHIRAPALLI DIST, PIN - 621132.",CS,COMPUTER SCIENCE AND ENGG.,92989.0,,,103453.0,,102154.0,,2018
1991,1991,62b0ba0f789189e900016775,3820,"TRICHY ENGINEERING COLLEGE,SIVAGNANAM NAGAR,,TIRUCHIRAPALLI DIST, PIN - 621132.",EC,ELECTRONICS AND COMMUNICATION ENGG.,100097.0,,,,,103230.5,,2018
1992,1992,62b0ba0f789189e900016776,3820,"TRICHY ENGINEERING COLLEGE,SIVAGNANAM NAGAR,,TIRUCHIRAPALLI DIST, PIN - 621132.",EE,ELECTRICAL AND ELECTRONICS ENGG.,91955.5,,,,,,,2018
1993,1993,62b0ba0f789189e900016777,3820,"TRICHY ENGINEERING COLLEGE,SIVAGNANAM NAGAR,,TIRUCHIRAPALLI DIST, PIN - 621132.",MC,MECHATRONICS,101687.0,,,102505.0,,,,2018
1994,1994,62b0ba0f789189e900016778,3820,"TRICHY ENGINEERING COLLEGE,SIVAGNANAM NAGAR,,TIRUCHIRAPALLI DIST, PIN - 621132.",ME,MECHANICAL ENGINEERING,103344.0,,,,,,,2018
1995,1995,62b0ba0f789189e900016779,3821,"A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAKKOTTAI MAIN ROAD,,THIRUVARUR DIST, PIN - 614001.",CE,CIVIL ENGINEERING,80326.0,,,,,,,2018
1996,1996,62b0ba0f789189e90001677a,3821,"A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAKKOTTAI MAIN ROAD,,THIRUVARUR DIST, PIN - 614001.",CS,COMPUTER SCIENCE AND ENGG.,103176.0,,,,,,,2018
1997,1997,62b0ba0f789189e90001677b,3821,"A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAKKOTTAI MAIN ROAD,,THIRUVARUR DIST, PIN - 614001.",EC,ELECTRONICS AND COMMUNICATION ENGG.,56457.0,,,,,,,2018
1998,1998,62b0ba0f789189e90001677c,3821,"A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAKKOTTAI MAIN ROAD,,THIRUVARUR DIST, PIN - 614001.",EE,ELECTRICAL AND ELECTRONICS ENGG.,95130.0,,,,,,,2018
1999,1999,62b0ba10789189e90001677e,3821,"A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAKKOTTAI MAIN ROAD,,THIRUVARUR DIST, PIN - 614001.",ME,MECHANICAL ENGINEERING,99509.0,,,,,,,2018
2000,2000,62b0ba10789189e900016787,3822,"DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,THOLUDUR (POST) , THOLUDUR (VILLAGE),CUDDALORE DIST, PIN - 606303.",CE,CIVIL ENGINEERING,96549.0,,,,,,,2018
2001,2001,62b0ba0f789189e90001677d,3822,"DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,THOLUDUR (POST) , THOLUDUR (VILLAGE),CUDDALORE DIST, PIN - 606303.",CS,COMPUTER SCIENCE AND ENGG.,103174.0,,,,,,,2018
2002,2002,62b0ba10789189e900016783,3822,"DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,THOLUDUR (POST) , THOLUDUR (VILLAGE),CUDDALORE DIST, PIN - 606303.",EC,ELECTRONICS AND COMMUNICATION ENGG.,100040.0,,,,,,,2018
2003,2003,62b0ba10789189e900016788,3822,"DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,THOLUDUR (POST) , THOLUDUR (VILLAGE),CUDDALORE DIST, PIN - 606303.",EE,ELECTRICAL AND ELECTRONICS ENGG.,103239.0,,,,,,,2018
2004,2004,62b0ba10789189e90001677f,3822,"DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,THOLUDUR (POST) , THOLUDUR (VILLAGE),CUDDALORE DIST, PIN - 606303.",ME,MECHANICAL ENGINEERING,93267.0,,,,,,,2018
2005,2005,62b0ba10789189e90001678b,3823,"SRINIVASAN ENGINEERING COLLEGE,THURAIYUR ROAD,,PERAMBALUR DIST, PIN - 621212.",AE,AERONAUTICAL ENGINEERING,67964.0,,86280.0,100600.0,,89659.0,100032.0,2018
2006,2006,62b0ba10789189e900016786,3823,"SRINIVASAN ENGINEERING COLLEGE,THURAIYUR ROAD,,PERAMBALUR DIST, PIN - 621212.",CS,COMPUTER SCIENCE AND ENGG.,76612.0,92372.0,94521.0,102405.0,,90514.0,,2018
2007,2007,62b0ba10789189e90001678c,3823,"SRINIVASAN ENGINEERING COLLEGE,THURAIYUR ROAD,,PERAMBALUR DIST, PIN - 621212.",ME,MECHANICAL ENGINEERING,76758.0,,80005.0,,103415.0,93506.0,,2018
2008,2008,62b0ba10789189e900016780,3825,"St. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,A.S.NAGAR,,THANJAVUR DIST, PIN - 613403.",CE,CIVIL ENGINEERING,100568.0,,,,,,,2018
2009,2009,62b0ba10789189e900016781,3825,"St. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,A.S.NAGAR,,THANJAVUR DIST, PIN - 613403.",CS,COMPUTER SCIENCE AND ENGG.,98377.0,,,,,,,2018
2010,2010,62b0ba10789189e900016782,3825,"St. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,A.S.NAGAR,,THANJAVUR DIST, PIN - 613403.",EC,ELECTRONICS AND COMMUNICATION ENGG.,86921.0,,,,,,,2018
2011,2011,62b0ba10789189e900016784,3825,"St. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,A.S.NAGAR,,THANJAVUR DIST, PIN - 613403.",EE,ELECTRICAL AND ELECTRONICS ENGG.,100113.0,,,,,,,2018
2012,2012,62b0ba10789189e900016785,3825,"St. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,A.S.NAGAR,,THANJAVUR DIST, PIN - 613403.",ME,MECHANICAL ENGINEERING,101991.0,,,,,,,2018
2013,2013,62b0ba10789189e90001678a,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",CE,CIVIL ENGINEERING,81134.0,,98742.0,101703.0,90488.0,98853.0,,2018
2014,2014,62b0ba10789189e900016789,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",CS,COMPUTER SCIENCE AND ENGG.,25377.0,77663.0,53829.0,83795.0,,94132.0,,2018
2015,2015,62b0ba10789189e90001678d,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",EC,ELECTRONICS AND COMMUNICATION ENGG.,25942.0,,58686.0,63644.0,88122.0,102760.0,,2018
2016,2016,62b0ba10789189e90001678f,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",EE,ELECTRICAL AND ELECTRONICS ENGG.,60064.0,93851.0,88789.0,102064.0,,102744.0,,2018
2017,2017,62b0ba10789189e90001678e,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",IT,INFORMATION TECHNOLOGY,49156.0,82823.0,68964.0,79606.0,70557.0,90659.0,,2018
2018,2018,62b0ba10789189e900016790,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",ME,MECHANICAL ENGINEERING,67724.0,87658.0,94547.0,102089.0,98725.0,100907.0,100809.0,2018
2019,2019,62b0ba10789189e900016791,3829,"M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - CHENNAI TRUNK ROAD,,TIRUCHIRAPALLI DIST, PIN - 621105.",CE,CIVIL ENGINEERING,100946.0,,,,,,,2018
2020,2020,62b0ba10789189e900016792,3829,"M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - CHENNAI TRUNK ROAD,,TIRUCHIRAPALLI DIST, PIN - 621105.",CS,COMPUTER SCIENCE AND ENGG.,74539.0,,97012.0,94807.0,,89237.0,,2018
2021,2021,62b0ba10789189e900016793,3829,"M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - CHENNAI TRUNK ROAD,,TIRUCHIRAPALLI DIST, PIN - 621105.",EC,ELECTRONICS AND COMMUNICATION ENGG.,75662.0,91794.0,96488.0,,,,,2018
2022,2022,62b0ba10789189e900016794,3829,"M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - CHENNAI TRUNK ROAD,,TIRUCHIRAPALLI DIST, PIN - 621105.",EE,ELECTRICAL AND ELECTRONICS ENGG.,99159.0,99800.0,101636.0,103336.0,,,,2018
2023,2023,62b0ba10789189e900016795,3829,"M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - CHENNAI TRUNK ROAD,,TIRUCHIRAPALLI DIST, PIN - 621105.",IT,INFORMATION TECHNOLOGY,93869.0,,94297.0,102417.0,,102678.5,,2018
2024,2024,62b0ba10789189e900016796,3829,"M.A.M COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - CHENNAI TRUNK ROAD,,TIRUCHIRAPALLI DIST, PIN - 621105.",ME,MECHANICAL ENGINEERING,81069.0,,96542.0,103003.0,,102740.0,,2018
2025,2025,62b0ba10789189e900016797,3830,"K. RAMAKRISHNAN COLLEGE OF ENGINEERING,SAMAYAPURAM (POST) , SAMAYAPURAM (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621112.",CS,COMPUTER SCIENCE AND ENGG.,31645.0,67137.0,45062.0,94020.0,,102751.0,,2018
2026,2026,62b0ba10789189e900016798,3830,"K. RAMAKRISHNAN COLLEGE OF ENGINEERING,SAMAYAPURAM (POST) , SAMAYAPURAM (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621112.",EC,ELECTRONICS AND COMMUNICATION ENGG.,48244.0,76194.0,87679.0,70500.0,,57286.0,,2018
2027,2027,62b0ba10789189e900016799,3830,"K. RAMAKRISHNAN COLLEGE OF ENGINEERING,SAMAYAPURAM (POST) , SAMAYAPURAM (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621112.",EE,ELECTRICAL AND ELECTRONICS ENGG.,77080.0,89946.0,97939.0,,,101200.0,,2018
2028,2028,62b0ba10789189e90001679a,3830,"K. RAMAKRISHNAN COLLEGE OF ENGINEERING,SAMAYAPURAM (POST) , SAMAYAPURAM (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621112.",ME,MECHANICAL ENGINEERING,70858.0,88948.0,97318.0,102076.0,,103290.0,,2018
2029,2029,62b0ba10789189e90001679b,3831,"INDRA GANESAN COLLEGE OF ENGINEERING,MADURAI MAIN ROAD (NH45B),,TIRUCHIRAPALLI DIST, PIN - 620012.",CE,CIVIL ENGINEERING,73023.0,,,,,,,2018
2030,2030,62b0ba10789189e90001679c,3831,"INDRA GANESAN COLLEGE OF ENGINEERING,MADURAI MAIN ROAD (NH45B),,TIRUCHIRAPALLI DIST, PIN - 620012.",CS,COMPUTER SCIENCE AND ENGG.,81043.0,,98144.0,99411.0,,102233.0,,2018
2031,2031,62b0ba10789189e90001679d,3831,"INDRA GANESAN COLLEGE OF ENGINEERING,MADURAI MAIN ROAD (NH45B),,TIRUCHIRAPALLI DIST, PIN - 620012.",EC,ELECTRONICS AND COMMUNICATION ENGG.,100496.0,,,,,,,2018
2032,2032,62b0ba10789189e90001679e,3831,"INDRA GANESAN COLLEGE OF ENGINEERING,MADURAI MAIN ROAD (NH45B),,TIRUCHIRAPALLI DIST, PIN - 620012.",EE,ELECTRICAL AND ELECTRONICS ENGG.,87003.0,,,,,,,2018
2033,2033,62b0ba10789189e9000167a2,3831,"INDRA GANESAN COLLEGE OF ENGINEERING,MADURAI MAIN ROAD (NH45B),,TIRUCHIRAPALLI DIST, PIN - 620012.",IT,INFORMATION TECHNOLOGY,98730.0,,,100410.0,,,,2018
2034,2034,62b0ba10789189e9000167a0,3831,"INDRA GANESAN COLLEGE OF ENGINEERING,MADURAI MAIN ROAD (NH45B),,TIRUCHIRAPALLI DIST, PIN - 620012.",ME,MECHANICAL ENGINEERING,97189.0,,,97699.0,,99841.0,,2018
2035,2035,62b0ba10789189e90001679f,3833,"PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,NH-67 RING ROAD,,THANJAVUR DIST, PIN - 613006.",AE,AERONAUTICAL ENGINEERING,84798.0,,98350.0,101892.0,,,,2018
2036,2036,62b0ba10789189e9000167a1,3833,"PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,NH-67 RING ROAD,,THANJAVUR DIST, PIN - 613006.",CE,CIVIL ENGINEERING,82666.0,91543.0,99699.0,89814.0,,89940.0,,2018
2037,2037,62b0ba10789189e9000167a4,3833,"PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,NH-67 RING ROAD,,THANJAVUR DIST, PIN - 613006.",CS,COMPUTER SCIENCE AND ENGG.,65901.0,98764.0,85434.0,,,102338.0,,2018
2038,2038,62b0ba10789189e9000167a3,3833,"PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,NH-67 RING ROAD,,THANJAVUR DIST, PIN - 613006.",EC,ELECTRONICS AND COMMUNICATION ENGG.,85974.0,,98372.0,87794.0,,92854.0,,2018
2039,2039,62b0ba10789189e9000167a5,3833,"PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,NH-67 RING ROAD,,THANJAVUR DIST, PIN - 613006.",EE,ELECTRICAL AND ELECTRONICS ENGG.,92247.0,,,96091.0,,101339.0,,2018
2040,2040,62b0ba10789189e9000167a7,3833,"PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,NH-67 RING ROAD,,THANJAVUR DIST, PIN - 613006.",ME,MECHANICAL ENGINEERING,78587.0,81261.0,96366.0,96638.0,,96844.0,,2018
2041,2041,62b0ba10789189e9000167a6,3841,"C.A.R.E. GROUP OF INSTITUTIONS,#27, THAYANUR, DINDIGUL ROAD,TIRUCHIRAPALLI DIST, PIN - 620009.",CE,CIVIL ENGINEERING,101827.0,,,,,,,2018
2042,2042,62b0ba10789189e9000167a8,3841,"C.A.R.E. GROUP OF INSTITUTIONS,#27, THAYANUR, DINDIGUL ROAD,TIRUCHIRAPALLI DIST, PIN - 620009.",CS,COMPUTER SCIENCE AND ENGG.,85557.0,85944.0,97584.0,89206.0,,,,2018
2043,2043,62b0ba10789189e9000167a9,3841,"C.A.R.E. GROUP OF INSTITUTIONS,#27, THAYANUR, DINDIGUL ROAD,TIRUCHIRAPALLI DIST, PIN - 620009.",EC,ELECTRONICS AND COMMUNICATION ENGG.,97158.0,,,,,,,2018
2044,2044,62b0ba10789189e9000167aa,3841,"C.A.R.E. GROUP OF INSTITUTIONS,#27, THAYANUR, DINDIGUL ROAD,TIRUCHIRAPALLI DIST, PIN - 620009.",ME,MECHANICAL ENGINEERING,93689.0,,,,,,,2018
2045,2045,62b0ba10789189e9000167ab,3843,"M R K INSTITUTE OF TECHNOLOGY,NATTARMANGALAM (POST) , NATTARMANGALAM (VILLAGE),CUDDALORE DIST, PIN - 608301.",CE,CIVIL ENGINEERING,102260.0,,,,,,,2018
2046,2046,62b0ba10789189e9000167ac,3843,"M R K INSTITUTE OF TECHNOLOGY,NATTARMANGALAM (POST) , NATTARMANGALAM (VILLAGE),CUDDALORE DIST, PIN - 608301.",CS,COMPUTER SCIENCE AND ENGG.,83314.0,,97600.0,103381.0,103371.0,100208.0,,2018
2047,2047,62b0ba10789189e9000167ae,3843,"M R K INSTITUTE OF TECHNOLOGY,NATTARMANGALAM (POST) , NATTARMANGALAM (VILLAGE),CUDDALORE DIST, PIN - 608301.",EC,ELECTRONICS AND COMMUNICATION ENGG.,97963.0,,,,,,,2018
2048,2048,62b0ba10789189e9000167ad,3843,"M R K INSTITUTE OF TECHNOLOGY,NATTARMANGALAM (POST) , NATTARMANGALAM (VILLAGE),CUDDALORE DIST, PIN - 608301.",EE,ELECTRICAL AND ELECTRONICS ENGG.,97471.0,,,101822.0,,,,2018
2049,2049,62b0ba10789189e9000167b0,3843,"M R K INSTITUTE OF TECHNOLOGY,NATTARMANGALAM (POST) , NATTARMANGALAM (VILLAGE),CUDDALORE DIST, PIN - 608301.",ME,MECHANICAL ENGINEERING,91134.5,,98043.0,102633.0,,102187.0,,2018
2050,2050,62b0ba10789189e9000167b1,3844,"SHIVANI ENGINEERING COLLEGE,TRICHY-DINDIGUL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 620009.",CS,COMPUTER SCIENCE AND ENGG.,99355.0,,,,,103116.0,,2018
2051,2051,62b0ba10789189e9000167af,3844,"SHIVANI ENGINEERING COLLEGE,TRICHY-DINDIGUL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 620009.",EC,ELECTRONICS AND COMMUNICATION ENGG.,91402.0,,,,,,,2018
2052,2052,62b0ba10789189e9000167b6,3844,"SHIVANI ENGINEERING COLLEGE,TRICHY-DINDIGUL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 620009.",EE,ELECTRICAL AND ELECTRONICS ENGG.,95518.0,,,,,,,2018
2053,2053,62b0ba10789189e9000167b3,3844,"SHIVANI ENGINEERING COLLEGE,TRICHY-DINDIGUL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 620009.",ME,MECHANICAL ENGINEERING,103109.5,,,,,,,2018
2054,2054,62b0ba10789189e9000167b2,3845,"IMAYAM COLLEGE OF ENGINEERING,KANNANUR (POST) , VADAKKUVELI (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621206.",CS,COMPUTER SCIENCE AND ENGG.,90304.0,,97803.0,92509.0,,101444.0,,2018
2055,2055,62b0ba10789189e9000167b5,3845,"IMAYAM COLLEGE OF ENGINEERING,KANNANUR (POST) , VADAKKUVELI (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621206.",EC,ELECTRONICS AND COMMUNICATION ENGG.,92386.5,,97723.0,101085.0,,103104.0,,2018
2056,2056,62b0ba10789189e9000167b7,3845,"IMAYAM COLLEGE OF ENGINEERING,KANNANUR (POST) , VADAKKUVELI (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621206.",EE,ELECTRICAL AND ELECTRONICS ENGG.,96238.0,,,102028.0,100942.0,103394.0,,2018
2057,2057,62b0ba10789189e9000167b4,3845,"IMAYAM COLLEGE OF ENGINEERING,KANNANUR (POST) , VADAKKUVELI (VILLAGE),TIRUCHIRAPALLI DIST, PIN - 621206.",ME,MECHANICAL ENGINEERING,102813.0,,,,,,,2018
2058,2058,62b0ba10789189e9000167b9,3846,"MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,METTUSALAI,,PUDUKKOTTAI DIST, PIN - 622102.",CE,CIVIL ENGINEERING,98345.0,,,,,,,2018
2059,2059,62b0ba10789189e9000167ba,3846,"MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,METTUSALAI,,PUDUKKOTTAI DIST, PIN - 622102.",CS,COMPUTER SCIENCE AND ENGG.,93010.0,,,,,,,2018
2060,2060,62b0ba10789189e9000167b8,3846,"MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,METTUSALAI,,PUDUKKOTTAI DIST, PIN - 622102.",EC,ELECTRONICS AND COMMUNICATION ENGG.,89360.0,,,,,,,2018
2061,2061,62b0ba10789189e9000167bc,3846,"MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,METTUSALAI,,PUDUKKOTTAI DIST, PIN - 622102.",EE,ELECTRICAL AND ELECTRONICS ENGG.,99410.0,,,,,,,2018
2062,2062,62b0ba10789189e9000167bb,3846,"MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,METTUSALAI,,PUDUKKOTTAI DIST, PIN - 622102.",ME,MECHANICAL ENGINEERING,100339.0,,,,,,,2018
2063,2063,62b0ba10789189e9000167bd,3847,"ROEVER COLLEGE OF ENGINEERING AND TECHNOLOGY,ELAMBALUR (POST) , ELAMBALUR (VILLAGE),PERAMBALUR DIST, PIN - 621220.",ME,MECHANICAL ENGINEERING,72468.0,,,,,,,2018
2064,2064,62b0ba10789189e9000167be,3848,"VANDAYAR ENGINEERING COLLEGE,MARIAMMAN KOVIL (VIA), NAGAI ROAD,,THANJAVUR DIST, PIN - 613501.",CE,CIVIL ENGINEERING,102195.0,,,,,,,2018
2065,2065,62b0ba10789189e9000167c0,3848,"VANDAYAR ENGINEERING COLLEGE,MARIAMMAN KOVIL (VIA), NAGAI ROAD,,THANJAVUR DIST, PIN - 613501.",CS,COMPUTER SCIENCE AND ENGG.,102804.0,,,,,,,2018
2066,2066,62b0ba10789189e9000167bf,3848,"VANDAYAR ENGINEERING COLLEGE,MARIAMMAN KOVIL (VIA), NAGAI ROAD,,THANJAVUR DIST, PIN - 613501.",EC,ELECTRONICS AND COMMUNICATION ENGG.,75460.0,,,,,,,2018
2067,2067,62b0ba10789189e9000167c3,3848,"VANDAYAR ENGINEERING COLLEGE,MARIAMMAN KOVIL (VIA), NAGAI ROAD,,THANJAVUR DIST, PIN - 613501.",EE,ELECTRICAL AND ELECTRONICS ENGG.,83806.0,,,,,,,2018
2068,2068,62b0ba10789189e9000167c1,3848,"VANDAYAR ENGINEERING COLLEGE,MARIAMMAN KOVIL (VIA), NAGAI ROAD,,THANJAVUR DIST, PIN - 613501.",ME,MECHANICAL ENGINEERING,103210.0,,,,,,,2018
2069,2069,62b0ba10789189e9000167c2,3849,"ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ANAKUDI ROAD,,THANJAVUR DIST, PIN - 612503.",CE,CIVIL ENGINEERING,57480.0,,,,,,,2018
2070,2070,62b0ba10789189e9000167c4,3849,"ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ANAKUDI ROAD,,THANJAVUR DIST, PIN - 612503.",CS,COMPUTER SCIENCE AND ENGG.,100603.0,,,,,,,2018
2071,2071,62b0ba10789189e9000167c6,3849,"ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ANAKUDI ROAD,,THANJAVUR DIST, PIN - 612503.",EC,ELECTRONICS AND COMMUNICATION ENGG.,100033.0,,,,,,,2018
2072,2072,62b0ba10789189e9000167c8,3849,"ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ANAKUDI ROAD,,THANJAVUR DIST, PIN - 612503.",EE,ELECTRICAL AND ELECTRONICS ENGG.,103213.0,,,,,,,2018
2073,2073,62b0ba10789189e9000167c9,3849,"ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ANAKUDI ROAD,,THANJAVUR DIST, PIN - 612503.",IT,INFORMATION TECHNOLOGY,91907.5,,,,,,,2018
2074,2074,62b0ba10789189e9000167c7,3849,"ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ANAKUDI ROAD,,THANJAVUR DIST, PIN - 612503.",ME,MECHANICAL ENGINEERING,102567.0,,,,,,,2018
2075,2075,62b0ba10789189e9000167c5,3850,"VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,VETRI CAMPUS,NAMAKKAL-TRICHY MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",CE,CIVIL ENGINEERING,103349.0,,,,,,,2018
2076,2076,62b0ba10789189e9000167ca,3850,"VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,VETRI CAMPUS,NAMAKKAL-TRICHY MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",CS,COMPUTER SCIENCE AND ENGG.,100747.0,,,,,,,2018
2077,2077,62b0ba10789189e9000167cb,3850,"VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,VETRI CAMPUS,NAMAKKAL-TRICHY MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",EC,ELECTRONICS AND COMMUNICATION ENGG.,103156.0,,,,,,,2018
2078,2078,62b0ba10789189e9000167cc,3850,"VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,VETRI CAMPUS,NAMAKKAL-TRICHY MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",EE,ELECTRICAL AND ELECTRONICS ENGG.,102414.0,,,,,,,2018
2079,2079,62b0ba10789189e9000167cd,3850,"VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,VETRI CAMPUS,NAMAKKAL-TRICHY MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",ME,MECHANICAL ENGINEERING,102908.0,,,,,,,2018
2080,2080,62b0ba10789189e9000167ce,3852,"SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,KAIKKURICHI (POST) , KAIKKURICHI (VILLAGE),PUDUKKOTTAI DIST, PIN - 622303.",CE,CIVIL ENGINEERING,71727.0,,,,,,,2018
2081,2081,62b0ba10789189e9000167cf,3852,"SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,KAIKKURICHI (POST) , KAIKKURICHI (VILLAGE),PUDUKKOTTAI DIST, PIN - 622303.",CS,COMPUTER SCIENCE AND ENGG.,93044.0,95188.0,,102918.0,,98383.0,,2018
2082,2082,62b0ba10789189e9000167d0,3852,"SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,KAIKKURICHI (POST) , KAIKKURICHI (VILLAGE),PUDUKKOTTAI DIST, PIN - 622303.",EC,ELECTRONICS AND COMMUNICATION ENGG.,85570.0,,,,,,,2018
2083,2083,62b0ba10789189e9000167d2,3852,"SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,KAIKKURICHI (POST) , KAIKKURICHI (VILLAGE),PUDUKKOTTAI DIST, PIN - 622303.",EE,ELECTRICAL AND ELECTRONICS ENGG.,102704.0,,,,,,,2018
2084,2084,62b0ba10789189e9000167d1,3854,"MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,N.M.NAGAR, SITHANNAVASAL ROAD,,PUDUKKOTTAI DIST, PIN - 622101.",CE,CIVIL ENGINEERING,100863.0,,,,,,,2018
2085,2085,62b0ba10789189e9000167d3,3854,"MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,N.M.NAGAR, SITHANNAVASAL ROAD,,PUDUKKOTTAI DIST, PIN - 622101.",CS,COMPUTER SCIENCE AND ENGG.,93418.0,100431.0,95825.0,102638.0,,,,2018
